分类,吸引点击的标题,评论量,URL,不会点击的标题,评论量,URL
,凭《人民的名义》 周梅森雄踞作家收入榜首,953,http://ent.163.com/17/0413/17/CHTTI5V500038FO9.html,徐佳莹传授疗伤情歌 助失恋网友走出低潮,28,http://ent.163.com/17/0413/17/CHTTS8I700038FO9.html
,男神木村拓哉也老了！双颊肉下垂法令纹明显,919,http://ent.163.com/17/0413/16/CHTSD3LM00038FO9.html,郑恺早起化妆拍戏工作超努力！ 喊话网友不要赖床,220,http://ent.163.com/17/0509/09/CK02NIJT00038FO9.html
,白百何出轨小鲜肉影响大 多档节目称不再敢请她,38060,http://ent.163.com/17/0413/16/CHTRRFSR00038FO9.html,黄晓明与小朋友合照嘟嘴亲亲 自嘲不想暴露年龄,85,http://ent.163.com/17/0508/18/CJUECB5N00038FO9.html
,著名音乐人劈腿嫩妹致怀孕 遭泄露半裸床照报复,3133,http://ent.163.com/17/0509/08/CJVSU3N800038FO9.html,薛之谦银发随风飞舞获迷妹紧紧围绕,298,http://ent.163.com/photoview/00AJ0003/630670.html#p=CJUSCOLV00AJ0003
,老戏骨也迷手游！王庆祥戒瘾打卡大家一起监督,48,http://ent.163.com/17/0508/22/CJURITOS00038FO9.html,钟嘉欣携爱女探班苏永康 女儿大眼呆萌可爱,237,http://ent.163.com/17/0508/08/CJTC5GLE00038FO9.html
,日女团为吸粉出新招 花6块钱就能与偶像又亲又抱,1,http://ent.163.com/17/0509/09/CK030OER00038FO9.html,蒋欣衬衫配阔腿裤现身机场,254,http://ent.163.com/photoview/00AJ0003/630598.html#p=CJT93DLG00AJ0003
,疯狂女粉丝为刘德华守身29年 如今欲整容嫁人,482,http://ent.163.com/17/0508/21/CJUPVOOO00038FO9.html,范冰冰拍戏至深夜才收工 新剧女王造型好霸气,1044,http://ent.qq.com/a/20170509/002318.htm
,"黄渤""偷拍""徐静蕾大腿 被发现后徐静蕾这么说",9907,http://ent.163.com/17/0503/01/CJFNKC0200038FO9.html,十年不拍电视剧的张柏芝要回归了！将牵手吴建豪,65,http://www.sohu.com/a/139230736_114941
,葛天被网友怼难怪被抛弃 怒回:少点阴暗多点阳光,12780,http://ent.163.com/17/0503/01/CJFNF71900038FO9.html,《花少3》赖雨濛上线 昔日小公主勇敢挑战自我,1,http://yule.sohu.com/20170509/n492309003.shtml
,琼瑶与继子女公开互撕 50年恩怨情仇被围观,13368,http://ent.163.com/17/0508/01/CJSIG1C000038FO9.html,田海蓉红装活力亮相品牌高定 香肩微露宛若少女,0,http://yule.sohu.com/20170509/n492336699.shtml
,健身遭男教练尾随偷拍 行径恶劣难忍BY2发文诉苦,290,http://ent.163.com/17/0508/08/CJTCILMT00038FO9.html,巩峥简约LOOK演绎别样魅力 大展儒雅暖男范儿,0,http://pic.yule.sohu.com/group-785133.shtml#0
,生财有道！明星从卓伟处买回的偷拍或超亿元,27845,http://ent.163.com/17/0504/11/CJJCKTDJ00038FO9.html,Frandé法兰黛乐团新专辑演唱会 展现丰富音乐性,0,http://yule.sohu.com/20170509/n492302968.shtml
,陈冠希上节目提到谢霆锋一脸不屑,10433,http://ent.163.com/17/0507/08/CJQPJIB400038FO9.html,梅婷拍戏之余忙“咏春” 致敬诗人余秀华,1,http://yule.sohu.com/20170508/n492185408.shtml
,蒋欣两个月铲肉三十斤 迅速减肥靠这两招,8638,http://ent.163.com/17/0507/05/CJQF1R5600038FO9.html,李念带小朋友下棋 画面温馨惹网友羡慕,0,http://yule.sohu.com/20170505/n491825827.shtml
,蹲片场吃饭感动全剧组？赵丽颖：别再帮我编故事,14964,http://ent.163.com/17/0505/13/CJM6KULU00038FO9.html,季肖冰新剧持续热播 与蒲萄高调秀恩爱人气飙升,0,http://yule.sohu.com/20170509/n492332781.shtml
,郑爽被曝片场耍大牌 让替身跟男主对戏自己玩手机,10788,http://ent.163.com/17/0505/08/CJLLF30U00038FO9.html,宋冬野，又见宋冬野,69,http://www.toutiao.com/a6417615397471076610/
,疑似赵四小号怼卓伟：去你妈找个女托给我俩闹呢,95727,http://ent.163.com/17/0425/21/CIT7O7UK00038FO9.html,母爱爆棚！Angelababy谈小海绵：一拍他就会打嗝,84,http://www.toutiao.com/a6418094381870072065/
,人渣父亲？张丰毅谈拒绝参加儿子婚礼 原因有三个,79581,http://ent.163.com/17/0505/16/CJMGVR8Q00038FO9.html,郑爽片场蹦蹦跳跳笑不停，与罗晋对戏甜到不行,99,http://www.toutiao.com/a6418309327513780481/
,《明日之子》变《吐槽大会》，杨幂的画风辣灵魂！,57,http://ent.qq.com/a/20170509/019127.htm,电视剧《白鹿原》今晚复播 从第一集开始复播,233,http://www.toutiao.com/a6418189525584036098/
,出轨门后“赵四”沉默 儿子说了这8个字…,401,http://ent.qq.com/a/20170509/007039.htm#p=1,昆凌怀二胎大肚照终曝光 四肢依旧纤细超美,640,http://ent.qq.com/a/20170509/054540.htm
,为何迪丽热巴的跑男CP失败，Baby却成功了？,643,http://ent.qq.com/a/20170508/027042.htm,侧田《拜托我不寂寞》首发,2,http://ent.sina.com.cn/y/ygangtai/2017-05-10/doc-ifyeychk7209949.shtml?cre=entpc&mod=f&loc=6&r=0&doct=0&rfunc=76&tj=none&s=0
,宋冬野谈涉毒被拘时生活:看个《熊出没》能乐疯了 ,0,http://www.sohu.com/a/139224951_114941,《极致追击》配音三地同期杀青,0,http://ent.sina.com.cn/m/f/2017-05-10/doc-ifyeychk7213694.shtml?cre=entpc&mod=f&loc=9&r=0&doct=0&rfunc=76&tj=none&s=0
,挑战猎奇！刘维上节目大胆吃蟑螂,2,http://yule.sohu.com/20170509/n492309450.shtml,《我的爸爸是国王》曝温情版预告片,0,http://ent.sina.com.cn/m/c/2017-05-10/doc-ifyeychk7211950.shtml?cre=entpc&mod=f&loc=13&r=0&doct=0&rfunc=76&tj=none&s=0
,吴磊丢偶像包袱变挖土少年 为吴亦凡挽尊化尴尬,0,http://yule.sohu.com/20170508/n492187956.shtml,许玮甯《记忆大师》“眼神杀”,0,http://ent.sina.com.cn/m/c/2017-05-10/doc-ifyeycfp9429025.shtml?cre=entpc&mod=f&loc=15&r=0&doct=0&rfunc=76&tj=none&s=0
,黄蓉和小龙女比美 李若彤颜值依旧不输小花,32,http://pic.yule.sohu.com/group-785102.shtml#0,侧田携手尖叫现场 奉献复出后内地首唱,0,http://yule.sohu.com/20170510/n492426271.shtml
,这部大陆鬼片因吓死人被禁20年，但它绝B是中国最牛的恐怖电影,89,http://www.toutiao.com/a6418008369169056002/,董子健孙怡公布婚讯后招待亲友 拥抱依偎尽显甜蜜,4,http://ent.sina.com.cn/s/m/2017-05-11/doc-ifyfeivp5581172.shtml
,非诚勿扰男嘉宾痛批女生物质遭狂灭灯，甩8本房产证灭灯的手停了,5545,http://www.toutiao.com/a6417746967985012993/,英国歌手艾德希兰将韩国开唱,1,http://ent.sina.com.cn/y/yrihan/2017-05-11/doc-ifyfeivp5571092.shtml?cre=entpc&mod=f&loc=3&r=0&doct=0&rfunc=76&tj=none&s=0
,被苏有朋藏了13年的妻子，与林心如颜值大不同，难怪会违背誓言,3,http://www.toutiao.com/a6418034899978223873/,韩雪着装优雅工作超认真！,1,http://ent.sina.com.cn/s/m/2017-05-11/doc-ifyfeivp5573330.shtml?cre=entpc&mod=f&loc=11&r=0&doct=0&rfunc=76&tj=none&s=0
,范爷回怼白百合：没事喜欢往自己脸上贴金，以为谁都在意她一样！,187,http://www.toutiao.com/a6418030715212316929/,邓紫棋：据说六月初有新歌,0,http://ent.sina.com.cn/s/h/2017-05-11/doc-ifyfeivp5566722.shtml?cre=entpc&mod=f&loc=10&r=0&doct=0&rfunc=76&tj=none&s=0
,谢娜生日好友各种祝福，张杰的这条微博却暴露了他们的婚姻实情,176,http://www.toutiao.com/a6417667714542190850/,王俊凯银色铁甲装隐匿密林,1,ent.sina.com.cn/tv/zy/2017-05-11/doc-ifyfeivp5572416.shtml?cre=entpc&mod=f&loc=13&r=0&doct=0&rfunc=76&tj=none&s=0
,明星遇见乞丐的反应，赵薇最直接，赌王儿子值得点赞,4567,http://www.toutiao.com/a6417656138783129858/,从默笙到白落衡：选对角色的吴倩有观众缘,,http://ent.sina.com.cn/zl/bagua/blog/2017-05-08/09375906/1295009824/4d3048200102x5y9.shtml
,看了王中磊儿子和王艳儿子，网友称：真是没有对比就没有伤害,6,http://www.toutiao.com/a6417929497270714626/,张羽《勇往直前》为恩师陈志远遗作坚持歌唱,0,http://ent.163.com/17/0511/10/CK5AVGR9000380CJ.html
,盘点：娱乐圈让你意想不到的亲兄弟，我不说你不一定知道,287,http://www.toutiao.com/a6415394935658447106/#p=1,蔡依林与妈妈亲密合影 为爱创作公益歌曲,1,http://ent.163.com/17/0511/08/CK52V5C900038FO9.html
,陈羽凡退出娱乐圈？大家都被巧妙的声明骗了！,193,http://www.toutiao.com/a6409854038791373058/,Mr.Children推出两精选专辑 纪念出道25周年,1,http://ent.163.com/17/0511/08/CK52EGES000380CJ.html
,跑男为收视率隐瞒了这六次突发事件，嘉宾集体抱怨影响兄弟情,220,http://www.toutiao.com/a6417892403240452354/,Aki黄淑惠携新专辑《嘿》席卷内地乐坛,1,http://ent.163.com/17/0511/08/CK52B00L000380CJ.html
,盘点娱乐圈老死不同台的八对明星，一山怎能容二虎,284,http://www.toutiao.com/a6418133861088149762/,阿里郎组合热血重组 6月携新歌回归音乐初心,11,http://ent.163.com/17/0509/11/CK094LN3000380CJ.html
,北京最易偶遇一线明星的地方是,25,http://www.toutiao.com/a6418272061870260482/,薛之谦斩获多项音乐大奖 《初学者》燃爆现场,31,http://ent.163.com/17/0509/10/CK05S8V0000380CJ.html
,小沈阳为何消失，赵本山一句话道出真相,0,http://www.toutiao.com/a6418078984982921474/,"""MusicRadio全球流行音乐年度盛典""圆满落幕",1,http://ent.163.com/17/0509/10/CK04I7CR000380CJ.html
,《海豚湾恋人》是个黑洞，除了霍建华都走偏了，他竟砍人两次入狱,0,http://www.toutiao.com/a6418348783402664194/,鹏泊新歌《春来鸟》发布 首专辑即将面世,3,http://ent.163.com/17/0509/10/CK043QQO000380CJ.html
,卓伟再揭白百何真面目，将爆陈羽凡离婚语音！,0,http://www.toutiao.com/a6418298724094705922/,宋冬野《郭源潮》首播 乐队化编曲展创作才华,1,http://ent.163.com/17/0509/09/CK01F9UH000380CJ.html
,明星整没整容，看她的孩子就知道了，最后一个你敢说你没整吗？,16,http://www.toutiao.com/a6418077049542590721/,丁克森录《星星的礼物》摇滚少年客串临时奶爸,2,http://ent.163.com/17/0508/13/CJTUIGAR000380CJ.html
,高育良打电话这场戏告诉我们，你们对真正的官话，一无所知！,598,http://www.toutiao.com/a6413478633777053953/,《繁星四月》插曲《雨天》MV曝光 戚薇献唱,1,http://ent.163.com/17/0508/10/CJTKAAD4000380CJ.html
,张杰世界巡演刚刚开始，国内粉丝就要脱粉，只是因为一个小动作,85,http://www.toutiao.com/a6418015175471087873/,《七十二层》吴磊青葱帅气逼人 笑容治愈人心,5,http://ent.163.com/17/0511/11/CK5BTS1E00037VVV.html
,盘点各大卫视跨年晚会的尴尬之处，假唱是轻的，最后一个真懵逼,49,http://www.toutiao.com/a6418228154516046082/,好幸福！修杰楷晒两个女儿萌照 咘咘大眼超可爱,9,http://ent.163.com/17/0511/14/CK5N6EUD00038FO9.html
,《人民的名义》大结局后热度不减，央视紧随打造反腐大剧今晚首播,141,http://www.toutiao.com/a6418162188562170114/,海清休闲范儿现身 头戴圆帽黑超遮面星范足,77,http://ent.163.com/photoview/00AJ0003/630892.html
,王思聪是喷过很多明星，在他面前就变成乖媳妇一样,5,http://www.toutiao.com/a6418112406882844929/,孙茜产后复工气色红润 网友：看不出刚生宝宝,308,http://ent.163.com/17/0511/11/CK5EEJ3G00038FO9.html
,花8000万买走出轨照的一线男星，很难不这么猜！,126,http://www.toutiao.com/a6418045095271301378/,周迅小清新风现身 自推行李箱低调十足,626,http://ent.163.com/photoview/00AJ0003/630839.html#p=CK4V9P8N00AJ0003
,娱乐圈里脾气暴躁的明星，与荧幕上真是天壤地别啊,649,http://www.toutiao.com/a6413974497984741633/,韩雪工作超认真 穿浅粉色上衣仙气十足！,202,http://ent.163.com/17/0511/10/CK58J51E00038FO9.html
,冯小刚痛批明星甩大牌：四个明星带了四十个跟班,105,http://www.toutiao.com/a6417979135012978946/,“黄小厨”机场大厅大啖盒饭啃鸡腿 毫无违和感,22,http://ent.qq.com/a/20170511/022365.htm
,又挨怼！张大大被当面吐槽“又胖又丑”爆粗口,180,http://ent.qq.com/a/20170510/025603.htm,熊黛林与老公秘密游台 甜蜜喂食秀恩爱,125,http://ent.qq.com/a/20170511/003503.htm
,明星避税花样多，但专业人士说避税和偷税界限模糊,1172,http://ent.qq.com/a/20170509/056099.htm,钟欣怡二胎是男孩凑“好”字 预产期在今年10月,122,http://ent.qq.com/a/20170511/005315.htm
,看腻了好莱坞特效 本土武术明星 原来还有他！,667,http://ent.qq.com/a/20160902/050428.htm#p=1,“小哥哥”易烊千玺丹麦行,,http://slide.ent.sina.com.cn/star/slide_4_704_177168.html?cre=entpc&mod=f&loc=12&r=0&doct=0&rfunc=76&tj=none&s=0#p=1
,细数电视剧《人民的名义》十大穿帮镜头，最后一个亮了,3600,http://www.toutiao.com/a6407649820521005313/,宋康昊裴斗娜拍《毒品之王》,0,http://ent.sina.com.cn/m/f/2017-05-11/doc-ifyfeivp5579937.shtml?cre=entpc&mod=f&loc=13&r=0&doct=0&rfunc=76&tj=none&s=0
,被广电明令禁播的9大综艺节目，个个都曾是“网红”,2617,http://www.toutiao.com/a6407282283250680065/,阿Sa周柏豪综艺合体宣传新片,0,http://ent.sina.com.cn/s/2017-05-11/doc-ifyfeius7796538.shtml?cre=entpc&mod=f&loc=5&r=0&doct=0&rfunc=76&tj=none&s=0
,她们是卓伟眼中最清纯的两位女星，跟拍多年无黑料，你不得不信！,142,http://www.toutiao.com/a6416177699403923714/,王珞丹拉手风琴秀乐器功底,0,http://ent.sina.com.cn/music/zy/2017-05-11/doc-ifyfeivp5575471.shtml?cre=entpc&mod=f&loc=17&r=0&doct=0&rfunc=76&tj=none&s=0
,脑残粉有多可怕，明星用血泪史告诉你，张碧晨在韩国就曾走上歪路,252,http://www.toutiao.com/a6418078754682011905/,魏大勋《因为爱情》定档6.9,0,http://ent.sina.com.cn/m/c/2017-05-11/doc-ifyfeius7808378.shtml?cre=entpc&mod=f&loc=14&r=0&doct=0&rfunc=76&tj=none&s=0
,母亲是第一经纪人，父亲是周星驰御用演员的董子健是怎样被捧红的,209,http://www.toutiao.com/a6418047331857973506/,叮，我有一个“好综艺好时光”愿望等小鹿黑牛实现,7,http://ent.qq.com/a/20170511/013323.htm
,喜剧新人被抓吸毒，这次不是卓伟爆料的！,261,http://www.toutiao.com/a6418302674525946114/,胡可称想带安吉见赵丽颖 自认“少女国民婆婆”,2,http://ent.qq.com/a/20170511/019842.htm
,娱乐圈洁癖最为严重的五大明星，看完简直要怀疑人生！,205,http://www.toutiao.com/a6413885730720235777/,黄磊<麻烦家族>公映,0,http://www.sohu.com/a/139733544_114733
,张丰毅真耿直：批张铁林只会瞪眼，电话“达康书记”演戏太臭,303,http://www.toutiao.com/a6418038009991741698/,集中爆发姜潮人气火爆 新书签售将登陆上海,0,http://yule.sohu.com/20170511/n492621458.shtml
,大事件|曹云金再陷发票门，心急洗白,111,http://ent.qq.com/cross/20170509/8H9HjW36.html,成毅活力满分型 纯粹穿搭凸显“毅式”简约,0,http://yule.sohu.com/20170511/n492611119.shtml
,郑钧巡演发布会高旗助阵,0,http://ent.sina.com.cn/y/yneidi/2017-05-10/doc-ifyeycfp9430236.shtml?cre=entpc&mod=f&loc=2&r=0&doct=0&rfunc=76&tj=none&s=0,回来了！Aki黄淑惠携新专辑《嘿》席卷内地乐坛,0,http://yule.sohu.com/20170511/n492618345.shtml
,孟非：综艺烧钱拼大咖是作死,2,http://ent.sina.com.cn/tv/zy/2017-05-10/doc-ifyeycfp9433512.shtml?cre=entpc&mod=f&loc=8&r=0&doct=0&rfunc=76&tj=none&s=0,张静初穿半身裙草帽度假风现身 手机壳亮了,648,http://ent.163.com/photoview/00AJ0003/630891.html#p=CK5EUTO000AJ0003
,17岁的欧阳娜娜赚了9000万？,0,http://ent.sina.com.cn/zl/bagua/blog/2017-05-10/10125914/338727009/14309061f0102wwjd.shtml?cre=entpc&mod=f&loc=14&r=0&doct=0&rfunc=76&tj=none&s=0,鲍蕾逛街试衣遭陆毅调侃 说是搞怪实则是虐狗！,19,http://ent.163.com/17/0511/15/CK5QUL7700038FO9.html
,日剧综述 《紧急取调室》《九系》等剧收视率下跌,0,http://ent.sina.com.cn/v/j/2017-05-10/doc-ifyeychk7221116.shtml,江一燕陪希望小学孩子读书,5,http://www.sohu.com/a/136011591_723527
,《外科风云》人性本能VS职业道德 靳东进退维艰,0,http://ent.sina.com.cn/v/m/2017-05-10/doc-ifyeychk7219914.shtml,张哲瀚生日写真曝光,0,http://www.sohu.com/a/139715534_591153
,他是拒领金像奖第一人 猝死家中无人知,10,http://ent.qq.com/a/20170510/026515.htm#p=1,徐海乔化身暖系男神,0,http://www.sohu.com/a/139739930_585134?qq-pf-to=pcqq.c2c
,实拍：高铁女乘务员日夜工作的真实私下生活 ,58,http://www.toutiao.com/a6408800528604512513/#p=1,黄磊聊婚姻聊家庭聊多多，还聊了爱和死亡,122,http://ent.qq.com/a/20170511/058844.htm
,《人民的名义》沈腾撞脸达康书记后，一知名男演员又撞脸育良书记,12,http://www.toutiao.com/a6411359714995683586/,《欢乐颂2》8大主演接力聊 王子文：我不会撩汉,22,http://ent.qq.com/a/20170512/001265.htm
,真友情！郑爽最受非议之时杨紫小号发声力挺,35,http://www.sohu.com/a/139381830_220938,昆凌怀二胎6个月 摸孕肚为新片献声开心比V,377,http://ent.qq.com/a/20170511/058545.htm
,何洁为减肥除吞虫子都试过,1,http://ent.sina.com.cn/y/yneidi/2017-05-11/doc-ifyfeius7807035.shtml?cre=entpc&mod=f&loc=4&r=0&doct=0&rfunc=76&tj=none&s=0,毕赣《地球最后的夜晚》下月开机 汤唯张艾嘉加盟,1,http://ent.qq.com/a/20170512/011452.htm
,拷问性别歧视是这样拍戏的,,http://ent.sina.com.cn/zl/bagua/blog/2017-05-11/09515919/355938738/153731b220102wyup.shtml?cre=entpc&mod=f&loc=5&r=0&doct=0&rfunc=76&tj=none&s=0,专访杨丞琳：不想再拍偶像剧 不会为爱放弃事业,113,http://ent.qq.com/a/20170511/031379.htm
,陈羽凡会成为第二个王宝强吗,,http://ent.sina.com.cn/zl/bagua/blog/2017-05-11/09465918/353750013/1515cbfd80102wyea.shtml?cre=entpc&mod=f&loc=6&r=0&doct=0&rfunc=76&tj=none&s=0,产后正式复出！汤唯加盟电影《地球最后的夜晚》,0,http://www.sohu.com/a/139972361_114941
,复仇撕逼逆袭！韩国电影强大的理由是什么,,http://ent.sina.com.cn/zl/bagua/blog/2017-05-08/09575909/375995613/16693cdde0102xdtg.shtml,孙燕姿抱杨采妮的双胞胎 辣妈同框满脸幸福 ,0,http://www.sohu.com/a/139964335_114941
,刘强东鄙视高亚麟：《人民的名义》不能这么拍！高亚麟一句话打脸,43,http://www.toutiao.com/a6418692960909721857/,曝韩寒街头遭暴打满脸血？工作人员：在拍摄新广告,89,http://ent.sina.com.cn/s/m/2017-05-12/doc-ifyfeius7832441.shtml
,惨烈！凤姐失控疯狂攻击杨幂，原因太荒唐！而这次杨幂终于爆发了,354,http://www.toutiao.com/a6418696617767911682/,于正晒关晓彤水中吊威亚照片赞敬业,24,http://ent.sina.com.cn/s/m/2017-05-11/doc-ifyfeius7831304.shtml
,中国明星收入排行榜，众面瘫收入过亿是喜是忧,247,http://www.toutiao.com/a6418456212376076545/,结束8年恋爱长跑！男友张效诚向吴敏霞求婚成功,30,http://ent.sina.com.cn/s/m/2017-05-12/doc-ifyfeivp5612420.shtml
,为什么赵薇等人和周杰的联系比较少 郑佩佩说出秘密,88,http://www.toutiao.com/a6418384719025144066/,吴敏霞调侃男友不会拍照,4,http://ent.sina.com.cn/s/m/2017-03-27/doc-ifycstww1312836.shtml
,经纪人出走员工离职！知情人曝羽泉公司名存实亡,2,http://www.toutiao.com/a6418461842902155521/,容祖儿甜笑迷人眼睛圆圆性感,4,http://slide.ent.sina.com.cn/y/slide_4_704_177467.html?cre=entpc&mod=f&loc=12&r=0&doct=0&rfunc=76&tj=none&s=0#p=1
,野战门、黄鳝门、探灵门，主播门为了关注真是无所不用其极啊,43,http://www.toutiao.com/a6418737303447666945/,董子健孙怡成娱乐圈最年轻夫妇,5,http://ent.sina.com.cn/s/m/2017-05-12/doc-ifyfeivp5606189.shtml?cre=entpc&mod=f&loc=10&r=0&doct=0&rfunc=76&tj=none&s=0
,明星签名长啥样？古天乐王源“食物派”字体笑翻，大张伟出乎意料,3,http://www.toutiao.com/a6418741250304344322/,中国电视剧打造“华流”黄金期 弘扬优秀传统,0,http://www.chinanews.com/yl/2017/05-11/8220686.shtml
,恋爱时死不承认，“分手后”才众所周知的6对明星 ,19,http://www.toutiao.com/a6418677665775583489/#p=1,《欢乐颂2》安迪慢慢谈恋爱 制片人：感情需循序渐进 ,0,http://www.chinanews.com/yl/2017/05-11/8221125.shtml
,被成龙祸害的女人们，最惨的只有18岁，吴绮莉连前三都算不上,10,http://www.toutiao.com/a6418692930210545922/,白澜《如懿传》忠心护主 不舍杀青盼再聚首(图) ,0,http://www.chinanews.com/yl/2017/05-09/8219211.shtml
,白百何事件中，应该滚出娱乐圈的到底是谁？,7,http://www.toutiao.com/a6418674904699027714/,盛一伦与粉丝亲密互动 潘玮柏献唱两首经典歌曲,0,http://www.chinanews.com/yl/2017/05-06/8217421.shtml
,张馨予登《快本》再次被无视，谢娜全程冷漠脸懒得搭理,175,http://www.toutiao.com/a6417567795689160961/,赵予熙写真书发行 甜美优雅写真曝光,0,http://www.chinanews.com/yl/2017/05-10/8220143.shtml
,周杰伦出道前挑战演技显青涩 一个镜头神预言,485,http://ent.163.com/17/0511/12/CK5GNBP100038FO9.html,《风尚星光盛典》天津发布 选拔时尚“健客”,0,http://www.chinanews.com/yl/2017/05-10/8220509.shtml
,易烊千玺变身咆哮帝 为吃火锅偶像包袱全无,3,http://ent.163.com/17/0511/11/CK5C7JD800037VVV.html,《穿梭恋人3》今日开播 杨梅解开身世之谜,0,http://www.chinanews.com/yl/2017/05-10/8220298.shtml
,快男300强大数据暗藏玄机 林俊杰最受选手青睐,0,http://ent.163.com/17/0511/10/CK594CL000037VVV.html,关之琳变身企业家助力创业 穿西装造型干练,0,http://www.chinanews.com/yl/2017/05-09/8219228.shtml
,马天宇诉苦喊累 郑爽神回复：骚年来一发么？,1018,http://ent.163.com/17/0511/13/CK5JGAIM00038FO9.html,迪玛希自曝是机甲迷 学中文祝《超凡战队》票房大卖,0,http://www.chinanews.com/yl/2017/05-09/8219551.shtml
,卓伟自称爆料靠“幻觉” 表示不配和明星做朋友,9180,http://ent.163.com/17/0511/02/CK4CQ95R00038FO9.html,《烈火如歌》的烈火要烧起来了,0,http://www.chinanews.com/yl/2017/05-09/8219037.shtml
,被批评了！黄轩粉丝斥其经纪人失职 说的话够狠,822,http://ent.163.com/17/0511/00/CK48PPEG00038FO9.html,《抢红》终极预告海报曝光 张涵予黎明反目成仇,0,http://www.chinanews.com/yl/2017/05-08/8218423.shtml
,陈羽凡酒后吐真言，爆与白百何离婚真相,,http://www.365yg.com/group/6418451041456488961/,董子健孙怡合体登封面 高调宣布：“我们要结婚啦”,0,http://www.chinanews.com/yl/2017/05-08/8218359.shtml
,范冰冰当众和白百何高调互撕，娱乐圈明星们互撕谁最强？,357,http://www.toutiao.com/a6418644754145444097/,茗雅Mia出演新剧《备胎公司》 变健身达人,0,http://www.chinanews.com/yl/2017/05-05/8216501.shtml
,因为节目组和播出平台撕逼，导致某男星差点没能参加发布会,,http://m.happyjuzi.com/article/120749.html?view=27&pf=android&d_source=toutiao&tt_group_id=6418531934872486146,成毅春日写真曝光 将在新片中大秀训犬绝技,0,http://www.chinanews.com/yl/2017/05-05/8216395.shtml
,终于知道48岁许晴为什么没嫁出去，和冯小刚一起身体太诚实了！,172,http://www.toutiao.com/a6418516479700582658/,娄烨担任第11届FIRST影展评委会主席,0,http://www.chinanews.com/yl/2017/05-05/8216019.shtml
,当众假唱被揭穿，名誉受损的6大明星 ,160,http://www.toutiao.com/a6418419649193378050/#p=1,纪实剧《我的土地我做主》将于5月5日登陆央视播出,0,http://www.chinanews.com/yl/2017/05-04/8215652.shtml
,盘点酒后闹事丑态百出的10大明星,,http://blog.sina.com.cn/s/blog_165e9fbde0102x6y9.html?tj=ent,伊程受邀出席北影节巡展闭幕礼 被赞迷人磁性嗓音,0,http://www.chinanews.com/yl/2017/05-04/8215654.shtml
,陈羽凡领衔自曝被戴绿帽子的10大男星,,http://blog.sina.com.cn/s/blog_165dcf45c0102x21x.html?tj=ent,演员华程最新写真曝光 黑衣酷炫展潮男魅力,0,http://www.chinanews.com/yl/2017/05-04/8215563.shtml
,网友质疑高圆圆被家暴，卓伟的回答分分钟亮瞎！,8,http://www.toutiao.com/a6418438145582973186/,李聪推出《Low Love》双remix版 风格前卫,0,http://www.chinanews.com/yl/2017/05-04/8215566.shtml
